fto,sentence_type,speech_act,convo_num
634.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
263.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
413.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
441.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
421.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
850.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
355.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2981
209.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
732.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
945.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
-209.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
165.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
749.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
212.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
403.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
706.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
554.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
851.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
-35.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
196.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
185.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
518.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
-130.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
-191.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
843.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
220.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
68.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
-134.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
-252.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
243.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
829.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
619.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
22.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
139.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
47.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4055
112.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
343.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
192.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
820.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
272.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
123.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
210.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-683.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-65.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-147.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-374.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-22.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
636.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
81.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-15.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
534.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
379.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
-249.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
842.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2589
331.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
222.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-111.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
788.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-56.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
476.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
955.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
155.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-728.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
234.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-84.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-148.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
439.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
450.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-864.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-163.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
25.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
167.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-90.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
781.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-474.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2619
-785.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
437.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
975.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
128.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
45.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
160.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
251.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
228.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
533.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
186.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
381.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
156.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
-57.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
220.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
582.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
-482.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
-81.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
-433.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3518
225.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
251.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
848.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
222.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
606.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
280.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
229.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
319.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
175.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
932.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
80.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
117.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
23.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
163.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
304.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3238
-81.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
210.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
215.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
250.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
197.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
27.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
68.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
248.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
132.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
148.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
-64.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
-49.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
-114.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
205.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
193.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
212.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
456.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3233
-49.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
276.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
146.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-70.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-30.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
372.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
294.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
94.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-41.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-62.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
114.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
788.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
800.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
369.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
625.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-76.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
177.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
192.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
594.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-74.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-104.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-585.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-124.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
588.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-300.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
513.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
730.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
500.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
579.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
658.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
458.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
-189.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
560.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
334.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
129.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
917.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
778.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2575
644.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3597
311.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3597
356.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3597
132.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3597
2.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3597
-45.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
642.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
608.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-610.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
270.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
523.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-42.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-724.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-113.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
408.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
538.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
455.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-293.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
311.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
387.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
342.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-45.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
508.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
196.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2366
-2.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-200.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-997.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-471.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-37.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
47.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-182.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-22.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-419.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-307.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-220.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-121.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
138.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
288.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-587.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-312.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-177.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
-386.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
293.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3246
317.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
275.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
325.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
105.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
253.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
-393.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
530.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
298.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
515.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
601.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/2308
-156.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-74.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
153.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-115.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
85.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
322.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
256.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-273.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-722.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-178.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-465.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
131.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
166.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-425.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-271.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-146.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-408.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
78.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
579.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-229.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
121.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
492.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-465.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-474.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
417.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
542.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
123.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
115.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-111.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-811.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-511.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-43.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-890.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-26.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-312.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
-60.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
96.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3121
391.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
235.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
283.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
358.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
76.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
197.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
-226.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
201.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
-928.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
219.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
148.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
59.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
-59.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
210.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
-582.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
232.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
171.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
373.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/4483
609.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
987.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
106.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
255.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
294.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
254.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
231.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
275.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
158.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
627.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-454.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-145.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
157.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-479.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
301.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-466.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
270.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
113.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-48.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-102.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-628.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
214.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-36.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-137.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
114.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
487.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-174.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-105.0,-0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
-572.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
232.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
96.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
188.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
312.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
202.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
97.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
463.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
234.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3781
96.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
224.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-700.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-92.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
18.0,0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
272.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-13.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-322.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
210.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-578.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-752.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
891.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-34.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
523.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
439.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-379.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
560.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-145.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
107.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
95.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3495
-59.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
237.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
586.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
228.0,0.5,0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
492.0,-0.5,-0.5,/home/chas/Projects/switchboard-pipeline/all-markup/3129
